IOC, Valid From, Valid Until, Link
205.204.71.238,2023-02-01T00:00:00Z,2023-03-02T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--f63dd9c5-aa5a-4458-b577-5438cb7e0838
Network traffic to 108.61.78.17 on port 13783,2024-02-14T00:00:00Z,2024-03-20T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--a2a844eb-6f47-4fbb-bae2-e89653feafdd
Network traffic to 45.32.140.39 on port 2078,2023-11-03T00:00:00Z,2023-12-09T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--71668802-3bb6-48b4-925c-01fcc32dddcd
Network traffic to 70.34.196.219 on port 2226,2023-12-18T00:00:00Z,2024-01-25T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--d9c8ecfb-9511-41e7-b319-f2531faa7de6
Network traffic to 70.34.199.64 on port 9785,2024-03-06T00:00:00Z,2024-04-05T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--2c6ce7be-9c11-4278-9004-9e060fc2f34f
Network traffic to 70.34.242.159 on port 5243,2023-11-13T00:00:00Z,2023-12-20T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--b663d0c6-7b7d-4ad2-b5a4-9d349610d8bb
Network traffic to 20.67.206.46 on port 443,2024-04-24T00:00:00Z,2024-05-24T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--19ce0a2b-9652-4516-8078-2a2b78e8583c
Network traffic to 172.232.170.25 on port 13724,2023-12-15T00:00:00Z,2024-01-23T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--abbdd29c-cfd2-4362-8d98-341e3410ee2a
Network traffic to 172.232.189.219 on port 2224,2024-02-14T00:00:00Z,2024-03-23T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--a3793333-303d-4159-ab07-52013cd240bd
24.199.109.6,2023-07-24T00:00:00Z,2023-08-10T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--62e901c8-bf64-4a89-ba3c-c06d2bed1acd
Network traffic to 192.9.135.73 on port 1194,2023-09-25T00:00:00Z,2024-06-06T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--0d472c72-f833-49f3-8b9d-7f673e8ce9e9
Network traffic to 185.106.94.174 on port 5000,2023-10-11T00:00:00Z,2023-11-23T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--a6db73b7-2f6c-41c6-bdb4-e4529e9d235b
Network traffic to 85.239.243.3 on port 23399,2023-12-23T00:00:00Z,2024-01-29T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--2e6e9dea-2d07-4600-822e-f172b8b98891
Network traffic to 51.79.143.215 on port 13783,2023-10-01T00:00:00Z,2023-12-08T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--a638c3ec-1801-4587-8fea-2bd6b026cec5
Network traffic to 104.156.233.235 on port 2226,2024-02-14T00:00:00Z,2024-03-21T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--2ce03e68-ec04-4391-8c7c-20040d557ff0
Network traffic to 64.176.13.28 on port 2083,2023-12-18T00:00:00Z,2024-01-25T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--40a59f9f-8e5d-46dd-89d5-3e5475829f8d
Network traffic to 45.76.22.139 on port 13786,2023-12-18T00:00:00Z,2024-01-25T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--56d74d27-1d51-439a-9cb7-d8d1f7126280
Network traffic to 154.38.185.135 on port 13782,2023-12-20T00:00:00Z,2024-01-27T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--caf8bd67-379a-41e1-8403-9dd1e8794d34
Network traffic to 172.232.162.62 on port 2083,2023-12-20T00:00:00Z,2024-01-19T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--9f4faa2a-757c-4eb6-bff9-2bf73c8c9f41
Network traffic to 139.144.215.192 on port 13785,2023-10-24T00:00:00Z,2023-11-30T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--5d62dd17-5baf-4604-96f2-1a38a184e52f
Network traffic to 31.220.96.162 on port 2224,2023-12-08T00:00:00Z,2024-01-18T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--7f526e70-8e77-48fc-9060-d6a8e18b57ca
Network traffic to 154.61.75.156 on port 2078,2023-10-01T00:00:00Z,2024-01-20T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--b12c11c9-eb1c-4fb1-bc00-364370ce675d
Network traffic to 213.199.41.33 on port 13721,2024-03-26T00:00:00Z,2024-05-16T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--027debb9-476d-4adb-9f05-963d15d3663c
Network traffic to 65.20.74.26 on port 2221,2023-12-07T00:00:00Z,2024-01-14T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--cbbf7568-56d8-4ad5-b083-038ae9c0d082
Network traffic to 69.164.213.141 on port 5631,2023-12-19T00:00:00Z,2024-01-18T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--d9bdfd44-ad20-42ba-a933-b2a8267750b8
Network traffic to 209.126.86.48 on port 1194,2024-03-06T00:00:00Z,2024-04-17T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--8146fc8d-256f-4e29-bcc0-11bc65b3e8c6
Network traffic to 84.247.157.112 on port 13783,2024-03-26T00:00:00Z,2024-05-16T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--a5ee4b5e-6ab1-48cd-aada-3c294b97f1b2
Network traffic to 95.179.206.77 on port 13782,2023-11-09T00:00:00Z,2023-12-16T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--92d42640-ecc5-465f-8ca5-5a8c0f5042a2
91.134.126.43,2023-05-17T00:00:00Z,2023-06-16T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--00dc1379-28af-4618-a01f-b7e0b7f04aaf
Network traffic to 172.232.163.182 on port 2222,2023-12-16T00:00:00Z,2024-01-23T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--ea599f25-2a5b-4fd1-9a60-e83064a256d4
Network traffic to 172.233.187.145 on port 2226,2023-10-24T00:00:00Z,2023-12-02T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--36cf5603-4c28-45c5-a219-53a328875787
Network traffic to 139.180.216.25 on port 2967,2023-10-01T00:00:00Z,2023-12-27T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--beb3c3f0-d31c-4489-bb63-39d2eb15f94c
Network traffic to 64.176.5.228 on port 13783,2023-10-01T00:00:00Z,2023-12-21T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--954e0daf-1757-4224-835f-757a98f91edf
Network traffic to 139.84.235.8 on port 2225,2023-12-07T00:00:00Z,2024-05-26T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--77f1d4de-dbe3-4e3a-9bfd-f73319129bcb
Network traffic to 154.211.12.126 on port 2967,2023-12-01T00:00:00Z,2024-02-05T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--76902f43-b7e9-49af-808b-a5f1efc3c2e3
Network traffic to 198.44.187.12 on port 2224,2024-02-14T00:00:00Z,2024-03-27T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--51984390-2a1f-4ce5-80e5-6c4275119f7b
Network traffic to 172.232.189.146 on port 2078,2023-12-20T00:00:00Z,2024-01-19T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--f79f1a37-ee1a-4454-b1d5-da78636f3200
Network traffic to 139.84.237.229 on port 2967,2024-02-08T00:00:00Z,2024-03-25T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--6c0ceb66-5250-4e48-bc41-cf68ce204362
Network traffic to 155.138.203.158 on port 1194,2023-12-11T00:00:00Z,2024-04-26T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--088b834b-3371-444a-83a3-8ab496ce7a44
Network traffic to 78.141.223.212 on port 1194,2023-12-19T00:00:00Z,2024-01-25T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--da117a25-fb38-4117-8cd7-6a48b5917529
104.243.45.170,2023-10-02T00:00:00Z,2023-10-12T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--8cbfdbda-04cd-43f9-a488-3c85572aa42d
Network traffic to 65.20.98.24 on port 13783,2023-12-11T00:00:00Z,2024-04-26T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--697056ca-55da-40f0-b102-c5b1ad306727
Network traffic to 37.60.242.85 on port 9785,2024-02-08T00:00:00Z,2024-04-10T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--ccb374f7-aee4-49d7-84d8-9fb2acd47155
Network traffic to 45.137.192.84 on port 2223,2023-12-07T00:00:00Z,2024-01-17T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--639f6bcf-e828-4ea9-a0a1-c8f74a46f7af
Network traffic to 139.180.137.30 on port 5000,2023-12-20T00:00:00Z,2024-01-19T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--5401b8e6-316a-4556-8e68-2400ef6770d2
Network traffic to 109.123.227.104 on port 2221,2024-01-23T00:00:00Z,2024-04-26T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--4fc27a4f-a460-49a9-aaf4-a981e1a71782
154.12.236.248,2024-03-06T00:00:00Z,2024-04-19T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--ed1f32b3-d2fa-4863-b36e-33e00de6e57c
Network traffic to 45.33.69.35 on port 5242,2023-11-15T00:00:00Z,2023-12-22T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--4d28ea1b-066c-413e-9699-0c4bba23a4c5
Network traffic to 89.117.23.186 on port 5632,2024-02-19T00:00:00Z,2024-04-17T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--56bc9077-2e3c-4f33-a2aa-108e723c423e
Network traffic to 78.141.222.198 on port 13786,2023-12-06T00:00:00Z,2024-05-26T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--fc6fd9d3-2a5e-48ea-b7ea-3f4a00bfce62
Network traffic to 109.123.227.167 on port 5938,2023-12-21T00:00:00Z,2024-01-29T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--973438b4-00e8-42d3-94aa-9e5e6dc2d34f
Network traffic to 172.232.164.77 on port 5000,2023-12-13T00:00:00Z,2024-01-20T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--180566f5-a210-4283-873a-97c066fd51e7
Network traffic to 79.141.175.96 on port 2078,2023-10-03T00:00:00Z,2023-11-02T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--235ffb32-9095-4994-8c68-e9e6180b9c26
Network traffic to 86.38.225.109 on port 13724,2024-02-14T00:00:00Z,2024-03-21T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--0a4dd7f7-6692-4d31-93e8-ad3841e3a72e
Network traffic to 172.232.190.57 on port 2224,2024-02-17T00:00:00Z,2024-03-23T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--3b154ec2-68ec-4174-b4ae-7b319e1a0af6
Network traffic to 67.21.33.188 on port 2222,2023-05-21T00:00:00Z,2023-06-20T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--23b5682d-f49c-4a15-8eac-d0c23bcbb23e
Network traffic to 154.201.81.8 on port 2967,2024-02-14T00:00:00Z,2024-03-15T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--5fb59b1a-9cee-4fb8-b456-906c42169490
Network traffic to 104.238.144.171 on port 2221,2023-11-06T00:00:00Z,2023-12-06T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--3789d182-4c98-427c-82ad-f4bd6c0e810e
Network traffic to 149.28.100.66 on port 5243,2023-12-18T00:00:00Z,2024-01-25T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--7c9f1683-2eae-41b3-85f2-1ae9b5c70ab3
Network traffic to 149.28.189.244 on port 2222,2023-12-17T00:00:00Z,2024-01-23T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--05af47e7-c5ad-4fe9-95d5-d0b0e9565920
Network traffic to 103.82.243.5 on port 13785,2024-02-13T00:00:00Z,2024-05-03T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--26060406-4903-449a-81d6-dacbbbc8b68e
Network traffic to 192.248.174.52 on port 5631,2024-01-23T00:00:00Z,2024-04-26T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--744cd7c0-5092-4449-ab45-ed7061a50f90
Network traffic to 167.86.96.3 on port 2222,2023-10-03T00:00:00Z,2023-11-02T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--85ade58f-c2fd-4835-a1d0-568c9adef69c
Network traffic to 64.176.67.194 on port 2967,2023-10-01T00:00:00Z,2023-10-31T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--71751c60-166c-41d4-8980-8aa8d39f835b
Network traffic to 155.138.132.163 on port 13786,2023-11-15T00:00:00Z,2023-12-21T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--10add378-c7e4-48ba-b74a-f3fcac4592f5
Network traffic to 65.20.66.218 on port 5938,2024-02-08T00:00:00Z,2024-03-25T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--af614cdb-f4e2-4f18-b1d5-965720acf8fe
Network traffic to 217.69.14.55 on port 13724,2023-11-09T00:00:00Z,2023-12-16T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--94563e54-3920-4894-b716-fe8fab8387b5
Network traffic to 91.215.85.216 on port 443,2023-10-18T00:00:00Z,2023-11-25T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--32744084-0bff-4651-b799-c7362d0207d1
Network traffic to 65.20.82.17 on port 5938,2023-10-30T00:00:00Z,2023-12-06T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--6496ff32-a99e-4633-a14e-2bc884c20027
Network traffic to 109.123.227.166 on port 5938,2023-12-21T00:00:00Z,2024-01-29T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--f50217ac-2f44-4d2d-8cef-76a91dfd1adb
178.18.246.136,2024-02-09T00:00:00Z,2024-03-06T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--8e127fd8-8878-4edc-8017-8f1dde703f71
Network traffic to 95.179.135.3 on port 2225,2024-02-14T00:00:00Z,2024-03-20T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--4f899275-9b1e-40b6-b3b5-0f88652510a6
Network traffic to 216.128.179.120 on port 2967,2023-12-20T00:00:00Z,2024-01-19T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--8ade32c9-ca70-4140-8303-35cb6bd71f50
Network traffic to 172.232.190.249 on port 5631,2023-12-20T00:00:00Z,2024-01-19T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--fc2ff3bb-b3b0-4b63-b2f1-7b2a782f7168
Network traffic to 172.232.173.141 on port 2226,2023-12-01T00:00:00Z,2024-01-23T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--be8191e4-b4f0-4c13-bfd9-3b306767db6e
172.232.189.10,2024-02-14T00:00:00Z,2024-02-29T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--c3bac314-d7a5-4a29-abd4-250f06f65d07
Network traffic to 65.20.82.254 on port 5243,2023-12-11T00:00:00Z,2024-04-26T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--6f2ff7af-b011-4b49-89d0-e024b049f067
Network traffic to 67.21.33.208 on port 2078,2023-05-21T00:00:00Z,2023-06-20T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--9e2be64f-a643-4ac5-841a-c014d63e460f
Network traffic to 149.28.252.250 on port 5000,2023-12-20T00:00:00Z,2024-01-27T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--b5c9f4b7-1dcc-4720-b2e1-c7e034bc09e6
23.227.193.224,2023-02-01T00:00:00Z,2023-03-02T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--5a8b454d-b4a4-4230-9455-bcd7c48ab764
Network traffic to 57.128.108.132 on port 13785,2023-12-01T00:00:00Z,2024-01-21T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--b0262005-cd47-4068-99d0-ee04b26c031e
Network traffic to 64.176.67.92 on port 2078,2023-12-20T00:00:00Z,2024-01-19T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--f52fc8ec-20a3-4c74-920e-ec9b529d9b26
Network traffic to 85.239.237.153 on port 5632,2023-12-21T00:00:00Z,2024-01-28T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--45eaaebe-10ae-4f99-96bc-7c988a1c8587
Network traffic to 86.38.225.106 on port 2221,2024-02-12T00:00:00Z,2024-04-15T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--942cea67-9bd3-4c7d-ba52-748ec04e4743
Network traffic to 45.137.192.63 on port 23399,2023-12-08T00:00:00Z,2024-01-17T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--3b403e83-c39c-443c-b5f7-db73dd5a8440
94.16.122.250,2023-10-09T00:00:00Z,2023-10-19T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--2a567794-51fe-4a38-834f-c87003259903
Network traffic to 91.215.85.197 on port 443,2023-10-18T00:00:00Z,2023-11-26T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--8459325d-e560-44fa-b2af-ce62f7122987
Network traffic to 109.123.227.50 on port 13782,2023-12-11T00:00:00Z,2024-01-18T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--ea65c298-6fee-4d18-92d7-754e8e3e63e9
Network traffic to 139.180.185.171 on port 2222,2024-01-23T00:00:00Z,2024-04-26T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--5108b31d-c4d4-4db5-b43f-2ff158c5bb99
Network traffic to 45.85.235.39 on port 2078,2023-05-17T00:00:00Z,2023-06-30T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--92cf7404-372a-48a7-bf52-3793b902ec21
Network traffic to 172.232.175.59 on port 5938,2023-12-13T00:00:00Z,2024-01-20T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--8650300e-7504-4f1c-a89d-e0a06411fdbe
Network traffic to 65.20.77.81 on port 5242,2023-12-06T00:00:00Z,2024-01-05T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--1130540a-0395-4be9-9321-3db06299c735
Network traffic to 109.107.182.14 on port 443,2023-10-20T00:00:00Z,2023-11-19T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--e44b8cdd-f49f-4360-90ee-ae19efea6c62
Network traffic to 154.12.233.66 on port 2224,2024-02-19T00:00:00Z,2024-04-17T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--20fc6708-ef56-4e98-a4d2-5c9c38b43e6e
Network traffic to 89.117.23.34 on port 5938,2024-02-19T00:00:00Z,2024-03-26T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--df67bbe4-0c1c-4933-9936-7d60233e47e1
Network traffic to 137.220.55.190 on port 2223,2023-10-01T00:00:00Z,2023-12-27T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--1112b8c1-ef80-46a0-8153-554025648423
Network traffic to 103.231.93.15 on port 5631,2023-10-23T00:00:00Z,2023-12-03T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--2be3cefd-5834-4c78-a694-227965295dca
Network traffic to 172.234.250.178 on port 2222,2024-05-06T00:00:00Z,2024-06-06T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--80296e96-5339-4bdd-bfe2-ab005b047c80
Network traffic to 172.232.162.198 on port 13721,2023-12-14T00:00:00Z,2024-01-23T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--8c3a1b1b-4764-4426-976b-610a8182a32d
Network traffic to 158.220.103.150 on port 5632,2023-12-08T00:00:00Z,2024-01-17T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--f2dd3a65-6104-46e5-8bcd-ab53a7e9a888
Network traffic to 95.179.212.178 on port 13782,2023-12-13T00:00:00Z,2024-01-19T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--95e119d7-e6ad-4478-bc36-ecb5660d33df
Network traffic to 139.99.222.29 on port 5631,2023-12-01T00:00:00Z,2024-01-14T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--991b54b1-e5ba-4a25-b233-18032263045b
Network traffic to 45.32.244.94 on port 9785,2023-11-17T00:00:00Z,2023-12-24T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--69c9f232-0f27-4f40-ba93-9221f513ed3d
Network traffic to 144.64.204.81 on port 2078,2023-10-04T00:00:00Z,2023-11-03T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--40b7f0cb-8c4c-445b-9b48-e628c6b50611
Network traffic to 45.79.174.92 on port 1194,2023-10-28T00:00:00Z,2023-12-05T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--9faee29e-5640-47c0-a73c-26768df148e2
Network traffic to 172.232.208.90 on port 2223,2024-03-26T00:00:00Z,2024-05-05T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--c7da53a9-f438-419a-ac8b-59695fbc6673
Network traffic to 158.220.95.214 on port 5243,2024-03-26T00:00:00Z,2024-05-08T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--949e7f9c-4308-484d-ac68-d4ceba4369b6
Network traffic to 78.128.112.208 on port 443,2023-10-11T00:00:00Z,2023-11-24T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--4e908f58-3db2-41d2-aee6-b9bfcfca8433
45.76.251.190,2024-02-13T00:00:00Z,2024-02-27T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--46d8c7ed-a3a8-4f80-a635-2b0fedaff878
Network traffic to 172.232.188.4 on port 2226,2023-12-18T00:00:00Z,2024-01-26T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--d9d575f3-377a-47e1-bca5-d3f70af470da
Network traffic to 158.247.253.155 on port 2225,2023-10-01T00:00:00Z,2023-12-27T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--40a11c7d-dac2-4655-aaa7-e1615c617ddf
Network traffic to 80.85.140.152 on port 5938,2023-10-11T00:00:00Z,2023-11-24T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--0dcf9775-a1a3-4afb-bcbb-ee2b8f7d9d69
Network traffic to 80.85.140.43 on port 9785,2023-10-17T00:00:00Z,2023-11-24T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--7cfce549-22eb-40ce-b5b7-277084aac01f
Network traffic to 139.180.168.216 on port 13786,2023-11-13T00:00:00Z,2023-12-20T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--2c21684a-c372-4aa9-a58e-3da4751d780b
Network traffic to 172.232.189.83 on port 5243,2023-11-15T00:00:00Z,2023-12-25T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--dc08f8fd-5125-48e1-90d7-97234c962f6f
Network traffic to 104.237.145.83 on port 2083,2023-11-01T00:00:00Z,2023-12-08T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--e2eb09db-0c1e-4cae-8d5d-6a86de884de6
Network traffic to 109.107.182.12 on port 443,2023-10-20T00:00:00Z,2023-11-19T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--08f7785a-9c0a-4cd2-8c60-13375b9c2101
Network traffic to 202.182.121.203 on port 2083,2023-10-30T00:00:00Z,2023-11-29T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--64429749-5f5c-4b91-bcc9-4fb8d22f789b
Network traffic to 209.126.9.47 on port 2078,2023-10-03T00:00:00Z,2023-11-02T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--7b26570f-6a71-44e5-823b-819fa297ad94
