IOC, Valid From, Valid Until, Link
searchaiassitant.info,2024-03-03T00:00:00Z,2024-08-30T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--1d428690-3a82-4ed9-aec6-fdc961196f26
promptheusgpt.info,2023-12-27T00:00:00Z,2024-06-24T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--a6cd53f8-be59-42e0-8fc6-3cf5f8e30401
blockforads.com,2024-05-10T00:00:00Z,2024-11-06T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--cd1bcf15-574f-47c3-9437-ddeeec3899da
savegptforyou.live,2024-04-03T00:00:00Z,2024-09-30T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--1e1ec3dc-5266-4221-a909-4ff7f7408d60
savechatgpt.site,2024-03-20T00:00:00Z,2024-09-16T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--7a67e16c-4e5a-47af-8607-4d7169c747b2
videodownloadhelper.pro,2024-12-26T00:00:00Z,2025-06-25T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--677ca753-cd33-4d23-aee6-6c34d5499e02
graphqlnetwork.pro,2024-12-27T00:00:00Z,2025-06-25T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--bfc04e60-69ca-4bfb-935d-8f2e45118b8b
gptforbusiness.site,2023-12-11T00:00:00Z,2024-06-08T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--9b4f90e9-b8d9-4087-91bf-3fa42ed12a49
savegpt.pro,2023-12-16T00:00:00Z,2024-06-13T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--1921fe9b-7e82-438f-9afa-a84e094d2219
cyberhavenext.pro,2024-12-24T00:00:00Z,2025-06-23T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--436c3168-fabe-4daa-b730-1d58442b2fc7
chromeforextension.com,2024-12-12T00:00:00Z,2025-06-10T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--156ee45d-51c9-44a8-a51f-7ccd1aed168d
castorus.info,2024-12-26T00:00:00Z,2025-06-24T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--69aeaa60-ca08-4294-aff5-5efb5d18f9fb
proxyswitchyomega.pro,2024-12-26T00:00:00Z,2025-06-24T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--db8a6b8e-8b05-4fa3-9384-0230b680dce2
extensionpolicy.net,2024-11-29T00:00:00Z,2025-05-28T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--3ebe7d8e-39fc-4bb1-8b5f-d6d933db1b51
vidnozflex.live,2024-12-22T00:00:00Z,2025-06-20T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--ae7937ec-fb28-46e1-836a-5972b9262df9
goodenhancerblocker.site,2024-02-19T00:00:00Z,2024-08-17T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--3ce057c4-99b5-4d0b-91ea-4e2690353d81
chatgptextent.pro,2024-07-16T00:00:00Z,2025-01-12T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--9935748a-9834-4321-9906-747860264167
149.248.44.88,2022-10-01T00:00:00Z,2024-11-01T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--f6ae7a07-2442-4c72-a217-bda038d4b65d
144.202.101.155,2023-11-03T00:00:00Z,2023-12-03T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--55315ad7-670a-4400-b1ca-33a37595a97f
45.77.185.211,2024-01-12T00:00:00Z,2024-02-11T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--96d08f34-4804-427e-98a8-63e500ce80ef
136.244.113.231,2023-11-24T00:00:00Z,2023-12-24T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--3749cc5e-d8cf-4cec-ba7e-4b8f89a63dfb
137.220.48.214,2024-07-21T00:00:00Z,2024-11-01T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--64a150db-bf0a-429c-a481-f18ec0ac9d6b
140.82.50.201,2023-03-13T00:00:00Z,2024-07-30T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--5dc3741f-8321-4913-9e4b-332115ef2270
45.77.5.196,2024-03-27T00:00:00Z,2024-04-26T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--9aca713b-dbbf-4108-9de1-3324d1333e02
140.82.45.42,2024-04-03T00:00:00Z,2024-08-04T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--3ff67c2c-8ed9-4270-a47a-ef59cf983258
Network traffic to 149.28.117.236 on port 5200,2022-08-30T00:00:00Z,2023-10-26T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--0a7ea79b-d44c-4e04-8f36-2e446adb3816
185.92.222.127,2023-12-27T00:00:00Z,2024-01-26T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--a81dba07-1405-472c-b3fa-e904fa90fca6
65.20.99.178,2024-01-16T00:00:00Z,2024-02-15T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--16370c22-f223-4ab5-bcab-188e3320a351
149.28.124.84,2024-05-11T00:00:00Z,2025-01-26T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--61e2cf42-3f68-4016-9a52-47eecefa60d5
Network traffic to 149.248.2.160 on port 1488,2023-09-10T00:00:00Z,2025-01-26T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--b455b64b-7ff7-41ba-b244-28b04334e6d0
108.61.23.192,2023-04-11T00:00:00Z,2024-07-04T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--e73782f0-1194-478d-8f04-de6b50e7b9da
45.76.225.148,2024-12-06T00:00:00Z,2025-01-26T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--0d494d1c-9a29-44ba-a27e-f22910655b11
149.248.56.63,2023-12-29T00:00:00Z,2024-01-28T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--fe958c4f-dde8-470a-a46b-5daf76ed948c
155.138.253.165,2024-03-09T00:00:00Z,2025-01-26T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--6105cb8a-ae0a-4e4e-b61b-f11f4d2b9389
136.244.115.219,2024-03-14T00:00:00Z,2025-01-26T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--6f1ee07d-2046-49ec-b9eb-81364cb2e75c
d303047205dabec8e2d34431e920ebe3478ca80a18f57bf454da094aca0e10aa,2024-12-29T00:00:00Z,2049-12-23T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--8c3b8c84-4fc9-44bc-80f9-4c0e4b6a46a9
b0827dc54349b10098a7370ada4ea44ba668b264ccca2db5676be1c32e6cc154,2024-12-29T00:00:00Z,2049-12-23T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--c37586dd-9c31-4912-bc42-c8d63f21377b
https://app.checkpolicy.site/extension-privacy-policy,2024-12-01T00:00:00Z,2025-05-30T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--644f8113-4840-4102-ad6f-e0becdc9fb80
https://app.checkpolicy.site/accept-terms-policy,2024-12-01T00:00:00Z,2025-05-30T00:00:00Z,https://app.sekoia.io/intelligence/public/objects/indicator--9c128490-e943-4eab-8506-5891d5a43144
